DISTRICT NAME,UNIT NAME, YEAR,VEHICLE_INVOLVED,ACCIDENT CLASIFICATION,ACCIDENT SPOT,ACCIDENT LOCATION,MAIN CAUSE,HIT-RUN,SEVERITY,COLLISION TYPE,JUNCTION CONTROL,ROAD CHARACTER,ROAD-TYPE,SURFACE-TYPE,SURFACE CONDITION,ROAD CONDITION,WEATHER,LANE-TYPE,ROAD MARKING,SPOT CONDITIONS,SIDE WALK,ACCIDENT-ROAD,Latitude ,Longitude
Lohit,Tezu,2020,1,Road accident,Rural Road,Rural,Human Error,No,Non-fatal,Rear-end Collision,None,Straight,City Road,Concrete,Wet,Good,Foggy,Double,Not Visible,Good Lighting,Yes,Tezu-Lohitpur Rd,27.9838,96.158001
Lower Dibang Valley,Roing,2023,3,Road accident,Rural Road,Rural,Human Error,Yes,Non-fatal,Side-impact,Stop Sign,Hilly,Rural Road,Asphalt,Wet,Good,Rainy,Double,Not Visible,Good Lighting,No,NH 13,28.1179,95.8226
Tawang,Tawang,2020,1,Road accident,Highway,Urban,Human Error,Yes,Non-fatal,Head-on Collision,Yield Sign,Hilly,Rural Road,Asphalt,Wet,Good,Foggy,Single,Faded,Good Lighting,No,Hilly Rd,27.5861,91.9594
Lower Dibang Valley,Anini,2021,3,Road accident,Intersection,Urban,Human Error,No,Fatal,Rear-end Collision,None,Straight,State Highway,Asphalt,Wet,Poor,Clear,Double,Not Visible,Good Lighting,Yes,NH 313,28.7972,95.9048
West Siang,Aalo,2023,3,Road accident,Urban Area,Rural,Human Error,No,Fatal,Head-on Collision,Yield Sign,Hilly,National Highway,Gravel,Muddy,Good,Clear,Double,Not Visible,Poor Visibility,Yes,NH 13,28.1628,94.8654
Lower Subansiri,Ziro,2019,1,Road accident,Rural Road,Rural,Human Error,No,Fatal,Head-on Collision,Stop Sign,Straight,City Road,Gravel,Muddy,Good,Rainy,Single,Clear,Good Lighting,No,"NH 13 ,Salang",27.5449,93.8197
kurung kumey,Koloriang,2020,1,Road accident,Residential,Rural,Human Error,No,Fatal,Side-impact,Yield Sign,Straight,State Highway,Asphalt,Dry,Fair,Clear,Single,Faded,Good Lighting,No,State Rd,27.9038,93.3534
Seppa,Seppa,2023,1,Road accident,Rural Road,Rural,Human Error,Yes,Non-fatal,Single Vehicle,Stop Sign,Curve,Rural Road,Concrete,Wet,Poor,Rainy,Double,Not Visible,Poor Visibility,No,State Rd,27.361,93.0393
Tirap,Khonsa,2020,3,Road accident,Intersection,Urban,Human Error,Yes,Fatal,Pedestrian,Traffic Signals,Curve,State Highway,Asphalt,Muddy,Poor,Foggy,Single,Not Visible,Good Lighting,No,State Rd,26.9926,95.5014
Itanagar,Itanagar,2021,2,Road accident,Intersection,Rural,Human Error,No,Non-fatal,Side-impact,Stop Sign,Curve,State Highway,Concrete,Muddy,Poor,Clear,Single,Clear,Poor Visibility,Yes,Joram-Koloraing Rd,27.0844,93.6053
Anjaw,Hawai,2019,2,Road accident,Intersection,Rural,Human Error,No,Fatal,Rear-end Collision,Traffic Signals,Hilly,National Highway,Asphalt,Dry,Good,Foggy,Double,Faded,Poor Lighting,No,Office Rd,27.8843,96.8169
East Siang,Pasighat,2022,1,Road accident,Urban Area,Rural,Human Error,No,Fatal,Head-on Collision,Stop Sign,Straight,Local Road,Gravel,Dry,Fair,Rainy,Double,Clear,Poor Lighting,No,State Rd,28.0632,95.3239
Tawang,Tawang,2020,3,Road accident,Residential,Rural,Human Error,No,Non-fatal,Single Vehicle,Stop Sign,Straight,City Road,Gravel,Wet,Fair,Clear,Double,Clear,Poor Visibility,No,Hilly Rd,27.5861,91.9594
Changlang,Changlang,2023,2,Road accident,Residential,Urban,Human Error,No,Fatal,Rear-end Collision,Stop Sign,Hilly,City Road,Concrete,Muddy,Good,Rainy,Single,Not Visible,Good Lighting,No,NH 215,27.1355,95.7364
Itanagar,Itanagar,2019,2,Road accident,Residential,Urban,Human Error,Yes,Fatal,Side-impact,Yield Sign,Straight,National Highway,Concrete,Wet,Fair,Clear,Double,Faded,Poor Visibility,Yes,Joram-Koloraing Rd,27.0844,93.6053
Namsai,Namsai,2023,1,Road accident,Highway,Urban,Human Error,Yes,Fatal,Head-on Collision,None,Curve,National Highway,Concrete,Wet,Fair,Rainy,Double,Faded,Good Lighting,No,State Rd,27.6666,95.8626
Kra Daadi,Palin,2020,2,Road accident,Urban Area,Rural,Human Error,Yes,Non-fatal,Side-impact,None,Straight,Rural Road,Concrete,Wet,Fair,Clear,Single,Faded,Poor Visibility,No,Sangram-Koloraing Rd,27.726,93.6422
Kra Daadi,Palin,2022,3,Road accident,Urban Area,Rural,Human Error,Yes,Non-fatal,Rear-end Collision,Yield Sign,Curve,Local Road,Concrete,Wet,Poor,Foggy,Single,Clear,Poor Visibility,Yes,Sangram-Koloraing Rd,27.726,93.6422
Tirap,Khonsa,2019,3,Road accident,Intersection,Urban,Human Error,No,Fatal,Head-on Collision,None,Curve,Rural Road,Concrete,Wet,Poor,Rainy,Single,Not Visible,Good Lighting,No,State Rd,26.9926,95.5014
Lohit,Tezu,2022,2,Road accident,Highway,Urban,Human Error,No,Non-fatal,Head-on Collision,Stop Sign,Curve,City Road,Concrete,Wet,Fair,Foggy,Double,Faded,Poor Visibility,No,Tezu-Lohitpur Rd,27.9838,96.158001
East Siang,Pasighat,2022,3,Road accident,Intersection,Rural,Human Error,No,Fatal,Head-on Collision,Traffic Signals,Curve,Rural Road,Asphalt,Dry,Good,Rainy,Single,Not Visible,Poor Visibility,No,State Rd,28.0632,95.3239
Lower Subansiri,Ziro,2019,3,Road accident,Highway,Urban,Human Error,No,Non-fatal,Pedestrian,Yield Sign,Hilly,Rural Road,Asphalt,Wet,Poor,Clear,Single,Not Visible,Poor Visibility,Yes,"NH 13 ,Salang",27.5449,93.8197
Tawang,Tawang,2020,1,Road accident,Highway,Rural,Human Error,No,Non-fatal,Rear-end Collision,None,Curve,Local Road,Concrete,Wet,Good,Foggy,Single,Not Visible,Poor Visibility,No,Hilly Rd,27.5861,91.9594
Tawang,Tawang,2019,2,Road accident,Rural Road,Rural,Human Error,Yes,Non-fatal,Side-impact,Yield Sign,Curve,Rural Road,Asphalt,Muddy,Poor,Foggy,Double,Not Visible,Poor Lighting,No,Hilly Rd,27.5861,91.9594
Lower Dibang Valley,Roing,2022,3,Road accident,Urban Area,Rural,Human Error,No,Non-fatal,Pedestrian,None,Curve,National Highway,Asphalt,Muddy,Good,Foggy,Double,Clear,Poor Visibility,Yes,NH 13,28.1179,95.8226
Tawang,Tawang,2021,3,Road accident,Highway,Rural,Human Error,No,Fatal,Pedestrian,Stop Sign,Hilly,National Highway,Asphalt,Muddy,Fair,Foggy,Double,Not Visible,Good Lighting,No,Hilly Rd,27.5861,91.9594
Seppa,Seppa,2019,3,Road accident,Urban Area,Rural,Human Error,No,Fatal,Side-impact,Yield Sign,Curve,State Highway,Gravel,Dry,Good,Foggy,Double,Faded,Poor Visibility,No,State Rd,27.361,93.0393
Seppa,Seppa,2021,2,Road accident,Highway,Rural,Human Error,Yes,Non-fatal,Pedestrian,Traffic Signals,Straight,National Highway,Asphalt,Dry,Good,Rainy,Single,Faded,Poor Lighting,Yes,State Rd,27.361,93.0393
Tawang,Tawang,2021,2,Road accident,Urban Area,Urban,Human Error,Yes,Non-fatal,Single Vehicle,Traffic Signals,Straight,Local Road,Concrete,Muddy,Poor,Clear,Single,Not Visible,Poor Visibility,No,Hilly Rd,27.5861,91.9594
Namsai,Namsai,2023,2,Road accident,Residential,Urban,Human Error,Yes,Fatal,Pedestrian,None,Curve,Rural Road,Concrete,Muddy,Fair,Clear,Double,Clear,Poor Lighting,No,State Rd,27.6666,95.8626
Lohit,Tezu,2022,2,Road accident,Urban Area,Urban,Human Error,Yes,Non-fatal,Pedestrian,None,Hilly,National Highway,Concrete,Dry,Good,Rainy,Single,Faded,Poor Lighting,Yes,Tezu-Lohitpur Rd,27.9838,96.158001
West Kameng,Bomdila,2019,1,Road accident,Intersection,Rural,Human Error,Yes,Non-fatal,Head-on Collision,Stop Sign,Straight,State Highway,Gravel,Dry,Poor,Foggy,Double,Faded,Poor Lighting,Yes,"Chariduar-Tawang Rd ,NH 13",27.2645,92.4159
West Siang,Aalo,2020,3,Road accident,Intersection,Urban,Human Error,No,Fatal,Head-on Collision,None,Hilly,State Highway,Gravel,Muddy,Poor,Foggy,Single,Faded,Poor Lighting,No,NH 13,28.1628,94.8654
West Siang,Aalo,2022,3,Road accident,Highway,Rural,Human Error,Yes,Non-fatal,Rear-end Collision,Stop Sign,Straight,Rural Road,Asphalt,Muddy,Fair,Rainy,Single,Not Visible,Good Lighting,Yes,NH 13,28.1628,94.8654
Namsai,Namsai,2021,2,Road accident,Residential,Rural,Human Error,Yes,Non-fatal,Pedestrian,None,Straight,State Highway,Concrete,Dry,Fair,Rainy,Double,Faded,Good Lighting,Yes,State Rd,27.6666,95.8626
Lohit,Tezu,2019,1,Road accident,Rural Road,Rural,Human Error,No,Non-fatal,Head-on Collision,Traffic Signals,Straight,Rural Road,Gravel,Wet,Good,Clear,Single,Faded,Good Lighting,Yes,Tezu-Lohitpur Rd,27.9838,96.158001
Lohit,Tezu,2021,1,Road accident,Rural Road,Rural,Human Error,Yes,Non-fatal,Side-impact,Traffic Signals,Straight,City Road,Concrete,Muddy,Poor,Clear,Single,Not Visible,Poor Lighting,Yes,Tezu-Lohitpur Rd,27.9838,96.158001
West Kameng,Bomdila,2019,3,Road accident,Rural Road,Urban,Human Error,No,Non-fatal,Single Vehicle,Traffic Signals,Straight,State Highway,Asphalt,Muddy,Good,Clear,Double,Not Visible,Good Lighting,Yes,"Chariduar-Tawang Rd ,NH 13",27.2645,92.4159
Yingkiong,Yingkiong,2021,2,Road accident,Residential,Urban,Human Error,No,Non-fatal,Single Vehicle,None,Hilly,State Highway,Gravel,Wet,Good,Clear,Double,Clear,Poor Lighting,Yes,NH 513,28.6236,95.0365
Lower Dibang Valley,Roing,2022,3,Road accident,Urban Area,Urban,Human Error,Yes,Non-fatal,Pedestrian,Yield Sign,Hilly,Rural Road,Concrete,Dry,Poor,Clear,Double,Clear,Good Lighting,Yes,NH 13,28.1179,95.8226
Lower Dibang Valley,Anini,2020,1,Road accident,Intersection,Rural,Human Error,Yes,Non-fatal,Rear-end Collision,Traffic Signals,Curve,Rural Road,Asphalt,Muddy,Fair,Foggy,Double,Faded,Good Lighting,No,NH 313,28.7972,95.9048
West Kameng,Bomdila,2020,1,Road accident,Rural Road,Urban,Human Error,No,Fatal,Rear-end Collision,Traffic Signals,Hilly,National Highway,Gravel,Wet,Poor,Foggy,Double,Not Visible,Poor Lighting,No,"Chariduar-Tawang Rd ,NH 13",27.2645,92.4159
Tirap,Khonsa,2021,1,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Pedestrian,Stop Sign,Curve,Local Road,Gravel,Wet,Poor,Rainy,Double,Faded,Poor Visibility,No,State Rd,26.9926,95.5014
Lower Dibang Valley,Roing,2022,1,Road accident,Residential,Urban,Human Error,Yes,Fatal,Single Vehicle,None,Straight,Local Road,Concrete,Muddy,Good,Rainy,Double,Clear,Poor Visibility,No,NH 13,28.1179,95.8226
Tawang,Tawang,2022,3,Road accident,Rural Road,Rural,Human Error,Yes,Non-fatal,Side-impact,Traffic Signals,Curve,Local Road,Concrete,Dry,Good,Foggy,Double,Not Visible,Poor Lighting,No,Hilly Rd,27.5861,91.9594
Lower Subansiri,Ziro,2022,2,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Rear-end Collision,Yield Sign,Hilly,City Road,Gravel,Wet,Poor,Foggy,Single,Clear,Poor Visibility,Yes,"NH 13 ,Salang",27.5449,93.8197
Lohit,Tezu,2023,1,Road accident,Highway,Rural,Human Error,No,Non-fatal,Single Vehicle,Stop Sign,Hilly,National Highway,Concrete,Muddy,Fair,Clear,Single,Clear,Poor Lighting,No,Tezu-Lohitpur Rd,27.9838,96.158001
Tirap,Khonsa,2020,1,Road accident,Highway,Urban,Human Error,No,Fatal,Single Vehicle,Stop Sign,Straight,State Highway,Concrete,Muddy,Good,Foggy,Single,Clear,Poor Lighting,No,State Rd,26.9926,95.5014
Kamle,Raga,2021,1,Road accident,Highway,Rural,Human Error,Yes,Non-fatal,Rear-end Collision,Yield Sign,Hilly,Local Road,Concrete,Wet,Good,Foggy,Double,Faded,Poor Visibility,No,NH13,27.7996,94.0747
Longding,Longding,2023,1,Road accident,Highway,Urban,Human Error,Yes,Fatal,Pedestrian,Yield Sign,Curve,National Highway,Gravel,Dry,Fair,Rainy,Single,Not Visible,Poor Visibility,Yes,Village Rd,26.8372,95.3521
East Siang,Pasighat,2022,3,Road accident,Intersection,Urban,Human Error,Yes,Fatal,Head-on Collision,None,Straight,State Highway,Asphalt,Wet,Fair,Foggy,Double,Clear,Poor Lighting,Yes,State Rd,28.0632,95.3239
Seppa,Seppa,2022,3,Road accident,Urban Area,Urban,Human Error,Yes,Fatal,Single Vehicle,Traffic Signals,Hilly,National Highway,Concrete,Dry,Good,Foggy,Double,Faded,Poor Lighting,Yes,State Rd,27.361,93.0393
Kra Daadi,Palin,2023,2,Road accident,Residential,Rural,Human Error,No,Non-fatal,Rear-end Collision,Traffic Signals,Curve,City Road,Gravel,Dry,Good,Clear,Single,Not Visible,Good Lighting,Yes,Sangram-Koloraing Rd,27.726,93.6422
Tawang,Tawang,2021,1,Road accident,Residential,Urban,Human Error,Yes,Non-fatal,Side-impact,Yield Sign,Hilly,State Highway,Gravel,Muddy,Poor,Rainy,Double,Not Visible,Poor Lighting,Yes,Hilly Rd,27.5861,91.9594
Kra Daadi,Palin,2019,3,Road accident,Urban Area,Urban,Human Error,No,Fatal,Head-on Collision,Stop Sign,Straight,City Road,Gravel,Muddy,Fair,Rainy,Single,Clear,Poor Visibility,Yes,Sangram-Koloraing Rd,27.726,93.6422
Lower Dibang Valley,Anini,2022,2,Road accident,Highway,Rural,Human Error,Yes,Non-fatal,Pedestrian,Yield Sign,Hilly,State Highway,Concrete,Wet,Poor,Foggy,Double,Not Visible,Good Lighting,No,NH 313,28.7972,95.9048
kurung kumey,Koloriang,2022,1,Road accident,Highway,Rural,Human Error,No,Non-fatal,Rear-end Collision,Yield Sign,Straight,State Highway,Gravel,Wet,Good,Clear,Double,Faded,Poor Visibility,No,State Rd,27.9038,93.3534
Kra Daadi,Palin,2023,1,Road accident,Intersection,Rural,Human Error,Yes,Fatal,Side-impact,Stop Sign,Hilly,State Highway,Gravel,Wet,Good,Clear,Double,Not Visible,Poor Lighting,No,Sangram-Koloraing Rd,27.726,93.6422
Lower Subansiri,Ziro,2019,3,Road accident,Residential,Rural,Human Error,No,Non-fatal,Head-on Collision,Yield Sign,Straight,National Highway,Concrete,Wet,Good,Foggy,Single,Not Visible,Good Lighting,No,"NH 13 ,Salang",27.5449,93.8197
Lower Dibang Valley,Anini,2020,2,Road accident,Rural Road,Urban,Human Error,Yes,Non-fatal,Single Vehicle,None,Straight,Local Road,Asphalt,Wet,Poor,Foggy,Single,Clear,Poor Visibility,No,NH 313,28.7972,95.9048
Yingkiong,Yingkiong,2021,3,Road accident,Urban Area,Urban,Human Error,Yes,Non-fatal,Side-impact,None,Hilly,City Road,Concrete,Muddy,Fair,Clear,Single,Clear,Poor Lighting,Yes,NH 513,28.6236,95.0365
Tawang,Tawang,2021,2,Road accident,Intersection,Rural,Human Error,Yes,Non-fatal,Pedestrian,None,Hilly,National Highway,Concrete,Wet,Fair,Rainy,Single,Clear,Good Lighting,Yes,Hilly Rd,27.5861,91.9594
Tirap,Khonsa,2022,1,Road accident,Urban Area,Urban,Human Error,No,Fatal,Pedestrian,Yield Sign,Straight,State Highway,Asphalt,Muddy,Fair,Foggy,Double,Faded,Poor Visibility,No,State Rd,26.9926,95.5014
kurung kumey,Koloriang,2023,2,Road accident,Urban Area,Rural,Human Error,No,Non-fatal,Rear-end Collision,None,Straight,City Road,Asphalt,Dry,Poor,Rainy,Double,Faded,Good Lighting,No,State Rd,27.9038,93.3534
Kra Daadi,Palin,2020,3,Road accident,Rural Road,Urban,Human Error,Yes,Fatal,Single Vehicle,Yield Sign,Curve,National Highway,Concrete,Dry,Fair,Clear,Double,Not Visible,Poor Lighting,Yes,Sangram-Koloraing Rd,27.726,93.6422
Changlang,Changlang,2019,3,Road accident,Intersection,Rural,Human Error,No,Fatal,Side-impact,None,Straight,National Highway,Asphalt,Muddy,Fair,Rainy,Double,Clear,Good Lighting,No,NH 215,27.1355,95.7364
East Siang,Pasighat,2019,1,Road accident,Highway,Urban,Human Error,Yes,Non-fatal,Single Vehicle,Yield Sign,Hilly,City Road,Gravel,Dry,Fair,Rainy,Single,Faded,Good Lighting,No,State Rd,28.0632,95.3239
Lower Dibang Valley,Anini,2023,2,Road accident,Highway,Rural,Human Error,Yes,Non-fatal,Rear-end Collision,None,Hilly,State Highway,Gravel,Dry,Fair,Foggy,Double,Faded,Poor Visibility,No,NH 313,28.7972,95.9048
Anjaw,Hawai,2022,3,Road accident,Urban Area,Rural,Human Error,No,Non-fatal,Side-impact,Traffic Signals,Straight,National Highway,Asphalt,Muddy,Good,Clear,Double,Not Visible,Poor Visibility,No,Office Rd,27.8843,96.8169
West Kameng,Bomdila,2022,1,Road accident,Rural Road,Urban,Human Error,No,Non-fatal,Single Vehicle,Traffic Signals,Straight,State Highway,Gravel,Muddy,Poor,Rainy,Double,Faded,Poor Visibility,Yes,"Chariduar-Tawang Rd ,NH 13",27.2645,92.4159
Itanagar,Itanagar,2020,1,Road accident,Urban Area,Urban,Human Error,Yes,Fatal,Single Vehicle,Yield Sign,Straight,Rural Road,Concrete,Wet,Fair,Foggy,Double,Not Visible,Poor Lighting,Yes,Joram-Koloraing Rd,27.0844,93.6053
East Siang,Pasighat,2023,1,Road accident,Rural Road,Urban,Human Error,Yes,Fatal,Pedestrian,Stop Sign,Curve,State Highway,Gravel,Muddy,Fair,Foggy,Double,Not Visible,Good Lighting,Yes,State Rd,28.0632,95.3239
Lepa Rada,Daporijo,2020,2,Road accident,Intersection,Rural,Human Error,Yes,Non-fatal,Head-on Collision,Yield Sign,Straight,Rural Road,Asphalt,Dry,Poor,Foggy,Single,Clear,Good Lighting,Yes,NH 13,27.982,94.216
kurung kumey,Koloriang,2019,3,Road accident,Residential,Urban,Human Error,Yes,Fatal,Head-on Collision,Traffic Signals,Curve,City Road,Concrete,Dry,Fair,Rainy,Double,Not Visible,Poor Visibility,Yes,State Rd,27.9038,93.3534
Lepa Rada,Daporijo,2019,3,Road accident,Highway,Rural,Human Error,Yes,Fatal,Pedestrian,None,Curve,City Road,Concrete,Muddy,Fair,Clear,Double,Not Visible,Poor Lighting,No,NH 13,27.982,94.216
Lepa Rada,Daporijo,2023,3,Road accident,Highway,Urban,Human Error,No,Non-fatal,Head-on Collision,Yield Sign,Curve,City Road,Gravel,Dry,Poor,Foggy,Double,Faded,Good Lighting,Yes,NH 13,27.982,94.216
kurung kumey,Koloriang,2019,3,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Head-on Collision,Yield Sign,Hilly,National Highway,Gravel,Dry,Fair,Foggy,Single,Not Visible,Good Lighting,Yes,State Rd,27.9038,93.3534
kurung kumey,Koloriang,2020,1,Road accident,Rural Road,Rural,Human Error,Yes,Non-fatal,Rear-end Collision,Yield Sign,Hilly,City Road,Asphalt,Wet,Good,Clear,Single,Not Visible,Poor Visibility,Yes,State Rd,27.9038,93.3534
West Kameng,Bomdila,2019,2,Road accident,Highway,Rural,Human Error,Yes,Fatal,Head-on Collision,None,Straight,Local Road,Gravel,Muddy,Poor,Rainy,Double,Faded,Poor Visibility,Yes,"Chariduar-Tawang Rd ,NH 13",27.2645,92.4159
Lepa Rada,Daporijo,2020,2,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Pedestrian,Traffic Signals,Straight,Rural Road,Gravel,Dry,Good,Rainy,Single,Faded,Poor Lighting,Yes,NH 13,27.982,94.216
kurung kumey,Koloriang,2022,2,Road accident,Intersection,Rural,Human Error,No,Fatal,Rear-end Collision,Traffic Signals,Hilly,City Road,Gravel,Muddy,Fair,Foggy,Double,Faded,Good Lighting,No,State Rd,27.9038,93.3534
Lower Subansiri,Ziro,2019,3,Road accident,Residential,Rural,Human Error,No,Fatal,Head-on Collision,Traffic Signals,Hilly,Rural Road,Concrete,Wet,Fair,Clear,Single,Faded,Good Lighting,No,"NH 13 ,Salang",27.5449,93.8197
West Kameng,Bomdila,2021,3,Road accident,Residential,Urban,Human Error,Yes,Non-fatal,Side-impact,None,Curve,City Road,Concrete,Wet,Fair,Foggy,Double,Faded,Poor Lighting,No,"Chariduar-Tawang Rd ,NH 13",27.2645,92.4159
West Siang,Aalo,2023,2,Road accident,Urban Area,Rural,Human Error,No,Fatal,Rear-end Collision,Yield Sign,Straight,National Highway,Gravel,Wet,Fair,Clear,Single,Not Visible,Poor Visibility,No,NH 13,28.1628,94.8654
West Siang,Aalo,2023,2,Road accident,Residential,Urban,Human Error,No,Fatal,Head-on Collision,Yield Sign,Hilly,City Road,Concrete,Wet,Fair,Rainy,Single,Faded,Poor Lighting,No,NH 13,28.1628,94.8654
Lower Dibang Valley,Anini,2022,1,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Head-on Collision,Stop Sign,Curve,City Road,Concrete,Muddy,Good,Rainy,Single,Not Visible,Good Lighting,Yes,NH 313,28.7972,95.9048
Seppa,Seppa,2022,3,Road accident,Highway,Rural,Human Error,No,Non-fatal,Rear-end Collision,Yield Sign,Hilly,Rural Road,Concrete,Muddy,Fair,Foggy,Single,Not Visible,Good Lighting,Yes,State Rd,27.361,93.0393
Kamle,Raga,2023,1,Road accident,Rural Road,Urban,Human Error,No,Non-fatal,Rear-end Collision,None,Hilly,National Highway,Asphalt,Dry,Fair,Foggy,Double,Not Visible,Poor Visibility,No,NH13,27.7996,94.0747
West Siang,Aalo,2019,1,Road accident,Highway,Rural,Human Error,Yes,Fatal,Single Vehicle,None,Straight,Local Road,Asphalt,Muddy,Poor,Rainy,Single,Faded,Good Lighting,Yes,NH 13,28.1628,94.8654
Tawang,Tawang,2022,1,Road accident,Urban Area,Urban,Human Error,No,Non-fatal,Single Vehicle,Traffic Signals,Curve,Local Road,Concrete,Dry,Good,Clear,Double,Not Visible,Poor Lighting,No,Hilly Rd,27.5861,91.9594
Changlang,Changlang,2023,3,Road accident,Intersection,Rural,Human Error,Yes,Non-fatal,Single Vehicle,None,Curve,City Road,Gravel,Muddy,Poor,Foggy,Double,Clear,Poor Lighting,No,NH 215,27.1355,95.7364
Seppa,Seppa,2021,3,Road accident,Rural Road,Rural,Human Error,Yes,Fatal,Rear-end Collision,None,Hilly,National Highway,Gravel,Muddy,Good,Rainy,Double,Faded,Good Lighting,Yes,State Rd,27.361,93.0393
Changlang,Changlang,2022,3,Road accident,Intersection,Rural,Human Error,Yes,Fatal,Head-on Collision,Traffic Signals,Curve,Local Road,Concrete,Wet,Good,Rainy,Single,Faded,Poor Lighting,Yes,NH 215,27.1355,95.7364
Lower Dibang Valley,Anini,2019,1,Road accident,Residential,Rural,Human Error,No,Fatal,Single Vehicle,Stop Sign,Hilly,State Highway,Asphalt,Dry,Fair,Clear,Double,Not Visible,Poor Visibility,Yes,NH 313,28.7972,95.9048
Anjaw,Hawai,2019,3,Road accident,Intersection,Rural,Human Error,Yes,Non-fatal,Side-impact,Yield Sign,Curve,City Road,Concrete,Dry,Good,Clear,Double,Not Visible,Poor Visibility,No,Office Rd,27.8843,96.8169
West Siang,Aalo,2019,3,Road accident,Highway,Urban,Human Error,No,Fatal,Side-impact,Traffic Signals,Curve,Rural Road,Asphalt,Dry,Fair,Rainy,Double,Clear,Poor Lighting,Yes,NH 13,28.1628,94.8654
West Kameng,Bomdila,2019,1,Road accident,Rural Road,Urban,Human Error,Yes,Non-fatal,Head-on Collision,Stop Sign,Straight,State Highway,Asphalt,Muddy,Good,Foggy,Single,Faded,Poor Lighting,No,"Chariduar-Tawang Rd ,NH 13",27.2645,92.4159
West Siang,Aalo,2021,3,Road accident,Highway,Rural,Human Error,Yes,Non-fatal,Pedestrian,None,Curve,City Road,Concrete,Dry,Good,Clear,Single,Faded,Good Lighting,No,NH 13,28.1628,94.8654
Tirap,Khonsa,2023,1,Road accident,Highway,Urban,Human Error,No,Non-fatal,Single Vehicle,Yield Sign,Curve,Rural Road,Asphalt,Wet,Good,Foggy,Double,Faded,Good Lighting,Yes,State Rd,26.9926,95.5014
Lohit,Tezu,2019,2,Road accident,Residential,Rural,Human Error,Yes,Non-fatal,Head-on Collision,Traffic Signals,Hilly,State Highway,Asphalt,Wet,Fair,Clear,Double,Clear,Poor Lighting,Yes,Tezu-Lohitpur Rd,27.9838,96.158001
Longding,Longding,2022,3,Road accident,Urban Area,Rural,Human Error,Yes,Fatal,Pedestrian,Stop Sign,Straight,Rural Road,Gravel,Muddy,Good,Clear,Single,Not Visible,Poor Lighting,No,Village Rd,26.8372,95.3521
Lohit,Tezu,2021,1,Road accident,Highway,Urban,Human Error,Yes,Non-fatal,Side-impact,Traffic Signals,Curve,Local Road,Asphalt,Dry,Poor,Clear,Double,Clear,Poor Visibility,Yes,Tezu-Lohitpur Rd,27.9838,96.158001
West Kameng,Bomdila,2019,1,Road accident,Rural Road,Urban,Human Error,Yes,Non-fatal,Single Vehicle,None,Straight,State Highway,Gravel,Dry,Fair,Rainy,Double,Not Visible,Poor Visibility,Yes,"Chariduar-Tawang Rd ,NH 13",27.2645,92.4159
Lower Dibang Valley,Roing,2019,3,Road accident,Residential,Rural,Human Error,Yes,Fatal,Pedestrian,Traffic Signals,Hilly,City Road,Gravel,Wet,Fair,Clear,Single,Not Visible,Poor Lighting,Yes,NH 13,28.1179,95.8226
Lower Subansiri,Ziro,2020,3,Road accident,Urban Area,Rural,Human Error,Yes,Fatal,Head-on Collision,None,Curve,State Highway,Concrete,Wet,Good,Foggy,Double,Faded,Good Lighting,No,"NH 13 ,Salang",27.5449,93.8197
kurung kumey,Koloriang,2021,3,Road accident,Highway,Rural,Human Error,Yes,Non-fatal,Rear-end Collision,Stop Sign,Curve,City Road,Concrete,Wet,Poor,Clear,Double,Clear,Poor Lighting,Yes,State Rd,27.9038,93.3534
East Siang,Pasighat,2020,2,Road accident,Rural Road,Rural,Human Error,Yes,Non-fatal,Single Vehicle,Stop Sign,Curve,Local Road,Asphalt,Dry,Good,Foggy,Double,Clear,Poor Visibility,No,State Rd,28.0632,95.3239
Lower Dibang Valley,Roing,2019,3,Road accident,Residential,Rural,Human Error,Yes,Fatal,Side-impact,Yield Sign,Curve,City Road,Concrete,Muddy,Fair,Clear,Double,Faded,Good Lighting,Yes,NH 13,28.1179,95.8226
Tirap,Khonsa,2021,3,Road accident,Intersection,Rural,Human Error,No,Fatal,Pedestrian,Yield Sign,Hilly,Local Road,Asphalt,Muddy,Poor,Clear,Double,Not Visible,Poor Visibility,Yes,State Rd,26.9926,95.5014
Kamle,Raga,2023,1,Road accident,Rural Road,Urban,Human Error,No,Fatal,Single Vehicle,Stop Sign,Curve,City Road,Asphalt,Wet,Poor,Clear,Double,Faded,Poor Visibility,No,NH13,27.7996,94.0747
Tawang,Tawang,2021,2,Road accident,Residential,Rural,Human Error,Yes,Fatal,Head-on Collision,None,Straight,City Road,Concrete,Muddy,Good,Foggy,Single,Clear,Poor Visibility,Yes,Hilly Rd,27.5861,91.9594
Lower Subansiri,Ziro,2023,1,Road accident,Rural Road,Rural,Human Error,No,Fatal,Side-impact,Traffic Signals,Curve,State Highway,Gravel,Muddy,Fair,Foggy,Single,Clear,Good Lighting,Yes,"NH 13 ,Salang",27.5449,93.8197
